movie_id,title,tags
9302,Up Close & Personal,talli atwat dream: primetim network newscast pursu dream noth ambit talent homemad tape warren justic brilliant edg veteran newsman talli talent becom mentor talli career take meteor warren love romanc result intens reveal televis itself break stori everi videotap crisi bring togeth threaten drive apart drama romanc miami televis career vitaminb report robertredford michellepfeiff stockardchan
10199,The Tale of Despereaux,time kingdom dor live brave virtuou mous comic overs dreamt becom knight banish have lofti ambit despereaux amaz adventur goodheart friend roscuro lead last nobl quest rescu endang princess entir kingdom dark adventur anim famili loyalti totalitarianregim mous forgiv honor unlikelyfriendship courag chivalri animallead matthewbroderick dustinhoffman emmawatson
10771,The Tuxedo,cabbieturnedchauffeur jimmi learn there realli playboy millionair clark devlin never touch devlin prize tuxedo devlin temporarili commiss explos accid jimmi discov extraordinari black black pair partner inexperienc jimmi becom unwit secret agent thriller action comedi sciencefict bomb intellig chauffeur wound secretag headinjuri jackiechan jenniferlovehewitt jasonisaac
3512,Under Siege 2: Dark Territory,passeng train hijack electron expert turn untrac command center weapon satellit plan washington former casey ryback action thriller terrorist pentagon satellit navys train stevenseag ericbogosian everettmcgil
137094,Jack Ryan: Shadow Recruit,ryan young covert analyst uncov russian crash economi terrorist attack action drama thriller londonengland corrupt cia terrorist sniper explos intellig russia murder conspiraci surveil agent jackryan usmarin rehab analyst chrispin keiraknightley kevincostn
274479,Joy,stori base struggl island singl becam countri success entrepreneur drama comedi factori inventor strongwoman biographi basedontruestori stolenpat jenniferlawr bradleycoop robertdeniro
267860,London Has Fallen,london prime minist funer ban discov assassin attend world leader action crime thriller londonengland terrorist terroristattack gerardbutl aaroneckhart morganfreeman
8078,Alien: Resurrection,hundr year after ripley die group scientist clone hope breed ultim weapon ripley surpris alien ripley smuggler creatur reach earth sciencefict horror action android mercenari dystopia sequel alien betray impal clone scientist flamethrow disembowel smuggler genemanipul maninwheelchair breed geneticengin regener xenomorph alienqueen explosivedecompress swimmingunderwat sigourneyweav winonaryd braddourif
7485,Shooter,marksman live exil coax action after learn presid ultim doublecross frame attempt track killer exactli action drama mysteri thriller crime corrupt sniper senat conspiracyofmurd childless rifl sniperrifl fbiagent markwahlberg michaelpeña dannyglov
170687,The Boxtrolls,orphan rais underground creatur call boxtrol come sewer famili extermin archibald snatcher anim comedi famili fantasi basedonnovel stopmot fatherdaughterrelationship unlikelyfriendship duringcreditssting benkingsley isaachempstead-wright ellefan
6435,Practical Magic,salli gillian owen magic famili mostli avoid witchcraft themselv gillian viciou boyfriend jimmi angelov unexpectedli owen sister themselv crash cours magic policeman hallet grow suspici girl struggl resurrect angelov unwittingli inject corps spirit threaten their famili line drama fantasi comedi witch magic sorceri love curs familycurs sandrabullock nicolekidman evanrachelwood
137106,The Lego Movie,ordinari minifigur mistakenli thought extraordinari masterbuild recruit quest tyrant glu univers togeth adventur anim comedi famili fantasi fathersonrelationship creativ friendship partliveact toy basedontoy fallinginlov superpow duringcreditssting differentworld lego batman chrispratt willferrel elizabethbank
10040,Miss Congeniality 2: Armed and Fabulous,"after triumph unit state pageant agent graci becom overnight sensat ""face fbi"" spring action again pageant winner cheryl emce stan abduct action comedi ransom pressconfer ship missamerica fbiagent sandrabullock reginak enriquemurciano"
6278,Reign of Fire,postapocalypt england american volunt british survivor fight brood firebreath dragon seek return global domin after centuri underground lead survivor dragon stake: mother kill dragon still aliv adventur action fantasi dragon evolut firechief animatedmap theatreaudi dragonslay tunnelconstruct firerepel drill iodin christianbal matthewmcconaughey izabellascorupco
82682,Gangster Squad,angel 1949 ruthless brooklynborn mickey cohen town reap illgotten gain drug gun prostitut everi place chicago protect goon polic politician under control enough intimid bravest streetharden except perhap small secret outsid omara jerri wooter togeth cohen world apart crime drama action thriller losangel gangster joshbrolin ryangosl nicknolt
17610,Year One,coupl huntergather banish their primit villag journey through ancient world comedi adventur templ slaveri stoneag circumcis hebrew cavemen prehistoricadventur duringcreditssting prehistorictim prehistoricman jackblack michaelcera oliviawild haroldrami
22954,Invictus,newli elect presid nelson mandela know nation remain racial econom divid apartheid believ bring peopl togeth through univers languag sport mandela ralli south africa rugbi their histor rugbi world championship match drama histori stadium southafrica apartheid nelsonmandela sport nation rugbi presid racism poverti celebr duringcreditssting morganfreeman mattdamon tonykgorog clinteastwood
16995,State of Play,handsom unflapp congressman stephen collin futur polit party: honor appointe serv chairman committe overse defens spend rise parti contend upcom presidenti race until research assistant/mistress brutal murder buri secret tumbl action corrupt assassin detect journalist assassin newspap congress editorinchief conspiracyofmurd polit electioncampaign govern murder thriller blog report russellcrow benaffleck rachelmcadam
16558,Duplicity,romanticallyengag corpor spi manipul corpor corner market medic innov profit enabl extravag lifestyl togeth romanc comedi crime spi cliveowen juliarobert paulgiamatti
9849,My Favorite Martian,produc ohara himself fire unwillingli compromis boss daughter dure transmiss littl later wit crash small martian spacecraft realiz onetim chanc deliv stori earth sinc origin scaleddown spaceship martian follow retriev comedi drama famili sciencefict alien martian basedontvseri fishoutofwat jeffdaniel elizabethhurley darylhannah
5820,The Sentinel,secret servic agent frame assassin attempt presid clear anoth assassin attempt while relentless agent action thriller crime usapresid agent michaeldougla kiefersutherland evalongoria
16866,Planet 51,earth astronaut capt chuck baker arriv planet world reminisc american suburbia circa tri avoid captur recov spaceship safe empathet littl green be sciencefict anim famili comedi adventur flyingsauc alienlifeform spaceship alien alienplanet planet duringcreditssting dwaynejohnson seannwilliamscott jessicabiel
201,Star Trek: Nemesis,rout honeymoon william riker deanna planet betaz captain jeanluc picard uss enterpris receiv starfleet result instal romulan polit leader shinzon claim peac humanback unit feder planet enemi territori captain startl discovery: shinzon human slave romulan sister planet remu secret shock relationship picard himself sciencefict action adventur thriller clone assassin ambush feder starfleet enterprise romulu android senat selfsacrific telepathi weapon romulan spaceopera patrickstewart jonathanfrak brentspin
11775,Intolerable Cruelty,revengeseek digger marri woman beverli hill lawyer intent make kill divorc crime comedi romanc california assassin infidel fetish hitman tycoon court satir lawyer inherit divorc georgeclooney catherinezeta-jon edwardherrmann
87825,Trouble with the Curve,slow fail eyesight crack basebal scout lobel take grown daughter along check final prospect career along renew their bond catch young playerturnedscout drama romanc women basebal pitcher homerun age sport talentscout cigarsmok pooreyesight bostonredsox draft motelroom baseballscout failingeyesight blurryvis blurredsight clinteastwood amyadam justintimberlak
12201,Edge of Darkness,season homicid detect thoma craven bleakest human noth prepar toughest investig life: search daughter emma killer person mission uncov disturb secret surround murder includ corpor corrupt govern collus emma mysteri life crime drama mysteri thriller murder violenc deathofdaught homicidedetect melgibson raywinston dannyhuston
11015,The Relic,research chicago natur histori museum return south america crate contain find crate arriv museum without owner there appear littl insid howev polic discov gruesom murder cargo brought crate anoth murder museum itself horror mysteri thriller chicago basedonnovel monster museum pileofdeadbodi god deadbodi anthropologist indiantrib amazonjungl penelopeannmil tomsizemor lindahunt
9932,Analyze That,mafia vitti prison seriou counsel natur return analyst sobel find sobel need seriou himself inherit famili practic excess stock stress comedi crime prison gold therapist gangster robertdeniro billycryst lisakudrow
13389,Righteous Kill,veteran detect identifi possibl connect between recent murder believ solv year there serial killer loos perhap wrong person behind bars? action crime drama thriller reveng murder plottwist dirtycop robertdeniro carlagugino 50cent
8838,Mercury Rising,"renegad agent jeffri protect nineyearold autist crack govern ""unbreakable"" code action crime drama thriller assassin lossoffamili autism fbi bangkok nationalsecurityagencynsa boy childinperil fbiagent autisticsav brucewilli alecbaldwin mikohugh"
17332,The Soloist,angel journalist befriend homeless juilliardtrain musician while look articl paper drama newspap cello music violin losangel robertdowneyjr. jamiefoxx catherinekeen
4958,The Legend of Bagger Vance,world golfer rannulph junuh pokerplay alcohol perfect swing gone howev need tournament financi ravag cours longago sweetheart arriv mysteri caddi bagger vanc fantasi drama competit worldwari greatdepress caddi savannah mattdamon brucemcgil charlizetheron
786,Almost Famous,almost famou autobiograph inspir about 15yearold hire roll stone magazin follow interview dure their tour about grow first love disappoint star drama music hotelroom sandiego drugaddict stewardess overdos groupi musicjournalist blacksabbath rock concert swimmingpool basedontruestori promiscu comingofag ontheroad domineeringmoth reconcili semiautobiograph innocencelost bustrip aspiringwrit katehudson billycrudup francesmcdormand
9513,Garfield: A Tail of Two Kitties,garfield garfield canin sidekick follow their owner arbuckl england never recov garfield mistaken lookalik regal inherit castl anim comedi famili londonengland cat mistakeinperson luxuri wretch nobil garfield billmurray jenniferlovehewitt billyconnolli
11679,xXx: State of the Union,star dariu stone thrillseek troublemak whose crimin record extrem sport obsess perfect candid newest agent govern deadli conspiraci fivestar gener secretari defens georg deckert play willem dafo action adventur crime drama mysteri thriller washingtondc helicopt usapresid gener coupdetat militaryprison coup agent insurg secretaryofdefens potu icecub samuell.jackson willemdafo
38321,Priest,altern world human vampir war centuri after vampir veteran warrior priest live obscur other human insid church wall citi priest niec kidnap vampir priest break down accompani niec boyfriend wasteland sheriff former warrior priestess action sciencefict fantasi thriller horror vampir crucifixion postapocalypt dystopia vampirehunt disobey niec darkhero paulbettani karlurban camgigandet
14411,Sinbad: Legend of the Seven Seas,sailor legend frame goddess theft peac travel realm world retriev childhood friend princ proteu famili anim adventur princ watermonst bradpitt catherinezeta-jon michellepfeiff
8413,Event Horizon,"group astronaut investig salvag starship ""event horizon"" disappear mysteri year befor maiden voyag return come mysteri ""lewi clark"" discov truth behind disappear someth terrifi horror sciencefict mysteri spacemarin nuditi nightmar hallucin cryogen spacetravel blackhol insan delus crew alternatedimens evilspirit hellgat religion explos violenc burningman rescueteam flashback supernaturalpow trappedinspac distresssign derelictship laurencefishburn samneil kathleenquinlan paulw.s.anderson"
10052,Dragonfly,griev doctor be contact through patient death experi drama pregnancyandbirth voic dragonfli carcrash jungl hospit doctor humanitarian spirit kevincostn joemorton ronrifkin
9676,The Black Dahlia,blanchard bucki bleichert former boxersturnedcop 1940 angel aspir young actress turn dead blanchard bleichert grappl corrupt narciss film famili mad pursu killer drama pornographi observ losangel murderhunt joshhartnett scarlettjohansson aaroneckhart
9664,Flyboys,adventur lafayett escadril young american volunt french militari befor enter world becam countri first fighter pilot action adventur drama histori romanc war worldwari biplan jamesfranco davidellison jeanreno
2100,The Last Castle,court martial gener ralli togeth inmat against system away action drama thriller prison gener robertredford jamesgandolfini markruffalo
10384,Supernova,centuri batter salvag send distress signal season rescu hospit nova17 respond black holethat threaten destroy shipsand mysteri survivor whose quickli mutat monstrou deadli form horror sciencefict thriller blackpeopl starship futur star supernova blast jamesspad angelabassett robertforst walterhil
137321,Winter's Tale,burglar fall heiress arm learn reincarn drama fantasi mysteri romanc basedonnovel colinfarrel jessicabrownfindlay russellcrow
123553,The Mortal Instruments: City of Bones,citi clari fray seemingli ordinari teenag learn descend shadowhunt halfangel warrior protect human forc after mother disappear clari join forc group shadowhunt enter downworld altern realm fill demon vampir other creatur clari companion protect ancient hold mother futur action adventur drama mysteri romanc fantasi angel vampir werewolf warlock downworld shadowhunt demonhunt basedonyoungadultnovel lilycollin jamiecampbellbow kevinzeg
11260,Meet Dave,miniatur alien oper spaceship human form while tri their planet alien encount problem their becom smitten earth woman comedi sciencefict adventur famili newyork captain starship newlov earth friendship crew carcrash space alien surviv planet duringcreditssting eddiemurphi elizabethbank gabrielleunion
9009,Dark Water,dahlia william daughter cecelia rundown apart york roosevelt island current midst divorc proceed apart though excel school daughter afford arriv there mysteri occurr there constant ceil daughter bedroom drama horror thriller basedonnovel water remak teacher divorc apart ghost manhattannewyorkc jenniferconnelli johnc.reilli timroth
11374,Edtv,video store clerk agre film camera network comedi tvshow tvstation simulatedr realitytv tvstar tvrate matthewmcconaughey woodyharrelson sallykirkland
2309,Inkheart,adventur father young daughter their search reunit miss close rel adventur famili fantasi book fairytal eavesdrop adventur writersblock brendanfras siennaguillori andyserki
8285,The Spirit,these street come born murder again rooki name denni return beyond spirit whose mission fight against forc shadow central citi octopu kill anyon unfortun enough other plan go entir citi action comedi thriller crime sciencefict secretident robber mask frog basedoncomicstrip backfromthedead gabrielmacht scarlettjohansson samuell.jackson
210860,Mortdecai,dealer charl mortdecai search stolen paint rumor contain secret gain access hidden gold comedi adventur basedonnovel paint debt artdeal stolenpaint johnnydepp gwynethpaltrow ewanmcgregor
2312,In the Name of the King: A Dungeon Siege Tale,name farmer rescu kidnap aveng death commit krug animalwarrior control gallian adventur fantasi action drama fictionalplac monster lossoffamili newlov hero loveofoneslif magic fairytal villain kingdom enchant badpow son heirtothethron motherlylov wizardri reveng royalti famili basedonvideogam mediev jasonstatham johnrhys-davi rayliotta uwebol
9839,Beyond Borders,beyond border turbul romanc between starcross lover against backdrop world danger spot academi award winner angelina joli star sarah jordan american live london 1984 marri henri bauford wealthi british industrialist encount callahan renegad doctor whose impass support relief effort wartorn africa move deepli result sarah embark journey discoveri lead danger heartbreak romanc corner world drama romanc adventur war londonengland cia landmin loveofoneslif cambodia ethiopia chechnya foreignaid angelinajoli cliveowen teripolo
381902,The Monkey King 2,take place year after havoc heaven priest appoint buddha fetch sacr scriptur accident monkey king white gong aim break assembl defeat monkey fight order world! action adventur fantasi monkeyk aaronkwok gongli williamfeng soicheang
13922,The Great Raid,world rage elit sixth ranger battalion given mission heroic proportions: mile behind enemi line liber american prison action histori war basedonnovel worldwarii prisonersofwar narrat archivefootag rescuemiss soldier 1940 inspiredbytrueev fictionalizedhistori benjaminbratt jamesfranco connienielsen
293660,Deadpool,deadpool tell origin stori former special forc oper turn mercenari wilson after be subject rogu experi leav acceler heal power adopt alter deadpool arm abil dark twist sens humor deadpool hunt nearli destroy life action adventur comedi antihero mercenari marvelcom superhero basedoncomicbook breakingthefourthwal aftercreditssting duringcreditssting selfheal ryanreynold morenabaccarin edskrein
9713,Holy Man,eddi murphi star overthetop televis evangelist find televis shop religi experi take america storm drama comedi salesclerk televis tvrate guru televisionproduc eddiemurphi jeffgoldblum kellypreston
190859,American Sniper,chri take mission—protect comrades—to heart becom lethal sniper american histori pinpoint accuraci save countless live make prime target insurg despit grave danger struggl husband father famili state serv tour iraq howev final return home find cannot leav behind war action sniper biographi iraq navys ussoldi bradleycoop siennamil kylegalln clinteastwood
257445,Goosebumps,teenag team daughter young adult horror author stine after writer imaginari demon madison delawar adventur horror comedi basedonnovel magic fantasi werewolf famili ventriloquistdummi bookcomestolif 3d jackblack dylanminnett odeyarush
9007,Just Like Heaven,shortli after david abbott move francisco dig unwelcom visitor hands: winsom elizabeth martinson assert apart promptli vanish start appear disappear will david think she ghost while elizabeth convinc she aliv comedi fantasi romanc coma basedonnovel workahol flirt architect romanticcomedi ghost landscapearchitect reesewitherspoon markruffalo donallogu
889,The Flintstones in Viva Rock Vegas,flintston again flintston rubbl vega hope court love wilma noth stand love except conniv rockefel playboy baysvil cutthroat vega wilma love? sciencefict comedi famili romanc waitress marriagepropos flirt stoneag bestfriend dinosaur markaddi stephenbaldwin kristenjohnston
1370,Rambo III,combat taken rambo final begun inner peac monasteri rambo friend mentor trautman secret mission afghanistan rambo declin reconsid trautman captur action adventur thriller war competit submachinegun sovietunion liber russian soviettroop thailand freedomfight afghanistan waronfreedom machinegun mujahid realityshow western japanesefood soapopera sylvesterstallon richardcrenna kurtwoodsmith
4942,Leatherheads,light heart comedi about begin profession american footbal decor colleg tempt play profession footbal everyon chanc money report hero everyon could comedi romanc drama americanfootbal sportsteam stadium hero success sponsorship polic game coach womanreport thebiggam georgeclooney renéezellweg johnkrasinski georgeclooney
347969,The Ridiculous 6,"longlost outlaw father return tommi ""white knife"" stockburn adventurefil journey across brother comedi western wildwest adamsandl taylorlautn stevebuscemi"
24438,Did You Hear About the Morgans?,citi estrang coupl wit murder reloc smalltown wyom witnessprotect program comedi witnessprotect comedi duringcreditssting hughgrant sarahjessicapark marysteenburgen
116741,The Internship,recent laidoff their intern success internet compani where their manag their comedi jobinterview lossofjob intern referencetogoogl newjob laidoff transamericapyramid owenwilson vincevaughn rosebyrn
35791,Resident Evil: Afterlife,world ravag viru infect turn victim undead alic continu journey survivor safeti deadli battl umbrella corpor reach height alic unexpect friend promis haven undead take angel arriv overrun thousand undead alic comrad about deadli trap action adventur horror sciencefict postapocalypt dystopia undead biohazard evilcorpor residentevil zombi basedonvideogam duringcreditssting 3d millajovovich wentworthmil alilart paulw.s.anderson
72431,Red Tails,stori tuskege airmen first africanamerican pilot combat squadron dure world drama action adventur histori war worldwarii fighterpilot fighterplan bryancranston davidoyelowo cubagoodingjr.
1813,The Devil's Advocate,hotshot lawyer bargain learn lucif himself drama horror mysteri thriller childabus southernusa obsess subway nuditi bibl seduct hallucin ambit devilsson marriagecrisi pactwiththedevil crookedlawy evilspirit satan religion lust courtroom temptat lawfirm manhattannewyorkc sevendeadlysin ethic gainesvilleflorida keanureev alpacino charlizetheron
87428,That's My Boy,while teen donni father todd rais singl parent until todd birthday after see other year todd world come crash donni resurfac befor todd wed comedi deadbeatdad cheatingfiancé teacherstudentsex brothersisterincest adamsandl susansarandon evaamurrimartino
8840,DragonHeart,ancient majest firebreath soar through sky knight name bowen come heart heart dragon earth draco take suppress tyrant king bowen realiz harder imagined: kill king draco well fantasi magic kingdom despot immort villag forest armi horror partner reveng knight battl mediev dragonheart dennisquaid davidthewli petepostlethwait
10589,After the Sunset,"master thiev brosnan hayek final retir after succes mission resid their tropic paradis their nemesi agent lloyd show realli retir dock ocean liner call ""diamond cruise"" convinc theyr realli retir action comedi crime drama bahama masterthief crookcoupl piercebrosnan salmahayek woodyharrelson"
71676,Ghost Rider: Spirit of Vengeance,devil resurfac world human form johnni blaze reluctantli come hide transform flamespew supernatur ghost rider rescu 10yearold unsavori action fantasi thriller monk easterneurop skeleton biker marvelcom superhero motorcycl devil darkhero ghostrid nicolascag ciaránhind violanteplacido
1722,Captain Corelli's Mandolin,"greek fisherman leav fight greek dure wwii fiance fall local italian command base novel about italian soldier experi dure italian occup greek island cephalonia kefalonia hollywood stori remov ""unpleasant"" stuff drama histori romanc offic greekisland mandolin italiansoldi resistancefight greekhistori italianarmi alliedforc nicolascag penélopecruz johnhurt"
10022,The Pacifier,disgrac shane wolf hand assignment: protect plummer enemi their recent deceas father govern scientist whose topsecret experi remain hidden kid hous action comedi drama famili thriller bodybuild children bodyguard scientist famili ussoldi deathofhusband malenanni vindiesel laurengraham faithford
11358,Walking Tall,former soldier return hometown overrun crime corrupt which prompt clean hous adventur drama action thriller casino sheriff home violenc specialforc exsoldi dwaynejohnson johnnyknoxvil nealmcdonough
13,Forrest Gump,accomplish great thing present dure signific histor event case exceed anyon imagin could despit thing attain elud forrest gump stori abov challeng prove determin courag import abil comedi drama romanc vietnamveteran hippi mentallydis run basedonnovel vietnam vietnamwar friendship love familyrelationship bulli mothersonrelationship militari hug shrimp woundedsoldi flashback parkbench ampute tomhank robinwright garysinis
6477,Alvin and the Chipmunks,struggl songwrit name sevil find success come across sing chipmunks: mischiev leader alvin braini simon chubbi impression theodor comedi music famili fantasi anim pop popstar recordproduc surpris approach forest music concert friendship perform chipmunk talkinganim songwrit talkingtoanim duringcreditssting jasonle davidcross cameronrichardson
1597,Meet the Parents,focker readi marri girlfriend befor question formid father humorless former agent byrn wed pam sister bend backward impress visit byrn turn hilari seri disast everyth wrong doe under jack critic hawklik gaze comedi romanc cia airport cat jew orderli airplan fatherinlaw epistaxi daughter lostbaggag urn pavilion volleybal hospit wed benstil robertdeniro teripolo
10530,Pocahontas,histori come glorious disney anim about adventur world pocahonta nativ american woman whose father arrang marri villag warrior vision tell chang come come capt smith adventur anim drama famili cultureclash settler forbiddenlov coloni music goldrush princess romanc nativeamerican anim virginia starcrossedlov referencetopizarro jamestownvirginia pugdog crossculturalrelationship musket animatetre indianchief basedonfolktal 17thcenturi shaman song indiansvssettl animalsidekick powhatan landclaim irenebedard melgibson davidogdensti
1924,Superman,mildmann clark work report daili planet alongsid crush who superman clark summon superhero alter nefari luthor launch world action adventur fantasi sciencefict savingtheworld journalist dccomic crimefight nuclearmissil galaxi superhero basedoncomicbook crimin sabotag northpol midwest kryptonit superpow superhumanstrength aftercreditssting savetheday christopherreev marlonbrando margotkidd
9327,The Nutty Professor,eddi murphi star sherman klump kind brilliant calorif challeng genet professor beauti carla purti join univers faculti sherman grow desper whittl 400pound frame heart experiment fatreduc serum sherman becom buddi love fasttalk pumpedup plump juan fantasi comedi romanc sciencefict overweight overweightman duringcreditssting eddiemurphi jadapinkettsmith jamescoburn
8488,Hitch,date coach hitch hitchen mentor bumbl client albert hope heart glamor allegra cole while albert make progress hitch face romant setback proven techniqu mela tabloid report dig allegra cole life discov hitch connect albert allegra boyfriend threaten destroy relationship comedi drama romanc speeddat romanticcomedi date willsmith evamend kevinjam
10603,George of the Jungle,georg plane crash jungl stay aliv adopt ursula stanhop nobl woman save death safari grownup georg take jungl slowli learn rule human relationship while ursula lover look after found ursula take georg adventur comedi famili romanc africa sanfrancisco gorilla lion feralchild jungl brendanfras lesliemann thomashadenchurch
8273,American Wedding,school distant memori michel get marri hurri sinc jim grandmoth want aisl prompt stifler throw ultim bachelor parti jim reliabl ever dole advic want hear comedi romanc handcuff sistersisterrelationship spanner blowjob stagnight wed jasonbigg alysonhannigan seannwilliamscott
109424,Captain Phillips,stori captain richard phillip hijack somali pirat usflag maersk alabama first american cargo hijack hundr year action drama thriller ship hijack somalia fisherman blood poverti pirat terror commando hijack cargoship shipcaptain shiphijack somali commandounit tomhank catherinekeen maxmartini
35056,Date Night,clair foster their mildmann relationship fall stale dure their weekli night their dinner reserv lead their be mistaken coupl thiev number unsavouri charact clair kill comedi date corrupt taxi expensiverestaur wifehusbandrelationship gun boat taxidriv document restaur roof marriedcoupl politician stripper shoot thief carcrash steal mistakenident policecorrupt aftercreditssting duringcreditssting tinafey stevecarel markwahlberg
8839,Casper,"furiou father will gloomylook mansion rather million carrigan crittenden readi place ground discov treasur hidden hous enter ricketi mansion claim frighten wick ghost determin hand hidden fortun hire afterlif therapist jame harvey exorcis ghost mansion harvey daughter meet casper ghost young who friendliest ghost know"" friendli casper unclesstretch fatso stinkiewho determin drive ""fleshies"" away fantasi comedi famili halloween friendship supernatur afterlif friend danger ghost disord younghero imaginari supernatural mischievouschildren christinaricci billpullman cathymoriarti"
156022,The Equalizer,equal denzel washington play mccall believ mysteri behind dedic himself begin quiet life mccall meet chloë grace moretz young under control ultraviol russian gangster cant stand arm hidden skill allow serv vengeanc against anyon would brutal helpless mccall come selfimpos retir find desir justic reawaken someon problem stack against them nowher turn mccall help equal thriller action crime corrupt assassin hostag fbi hitman russian securitycamera sadism vigilant sociopath reveng suspens organizedcrim gore gangster violenc teenageprostitut commando interrog surveil exsoldi fakeddeath loner callgirl blackop handtohandcombat mysteriouspast denzelwashington martoncsoka chloëgracemoretz
7303,Maid in Manhattan,marisa ventura struggl singl work manhattan hotel dream better young fate hotel guest senatori candid christoph marshal meet marisa mistak wealthi socialit after enchant even togeth madli love marisa ident reveal issu class social statu threaten separ them peopl differ world overcom their differ happili after? comedi drama romanc hotel politician mistakenident maid classdiffer singlemoth publicrel maiduniform hotelclerk wealthdiffer jenniferlopez ralphfienn natasharichardson
8963,Crimson Tide,nuclear missil young first offic stage mutini prevent trigger happi captain launch missil befor confirm order action thriller drama submarin mutini russia missil nuclearmissil embassi usnavi battleforpow torpedo militari moraldilemma postcoldwar aircraftcarri chainofcommand launchcod sonar denzelwashington genehackman mattcraven
1402,The Pursuit of Happyness,stori christoph gardner invest heavili devic known bone densiti scanner himself struggl product margin better current technolog expens leav lose hous account credit card forc street young desper steadi take stockbrok befor receiv need through month train devic drama sanfrancisco singlepar homelessperson bu worker homeless work churchservic badluck biographi salesman stockbrok willsmith jadensmith thandienewton
9315,Flightplan,claustrophob hitchcockian thriller bereav woman daughter fli berlin america 30000 child vanish nobodi admit plane thriller drama mysteri berlin lossoffath airplan babysnatch jodiefost petersarsgaard seanbean
8984,Disclosure,comput specialist sexual harass former lover turn initi forc which threaten career person life drama thriller crime mysteri romanc employe workplac sexualharass intrigu michaeldougla demimoor donaldsutherland
795,City of Angels,guardian angel invis watch citizen angel becom captiv maggi strongwil heart surgeon ponder trade pure otherworldli exist mortal belov coupl embark tender forbidden romanc span heaven earth drama fantasi romanc suicid angel lifeanddeath desper oper heaven faith afterlif losangel interspeciesrom nicolascag megryan andrebraugh
24,Kill Bill: Vol. 1,assassin altar ruthless employ other member their assassin circl bride live vengeanc set payback make death hunt those wrong save last action crime japan coma martialart kungfu underworld yakuza sword bride reveng gore femaleyakuza blood wed samuraisword partanim umathurman lucyliu vivicaa.fox
11353,Bowfinger,verg bankruptci desper break aspir filmmak bobbi bowfing concoct crazi ultim dream movi ralli ragtag includ starryey ingenu hasbeen studio gofer shoot blockbust featur biggest hollywood ramsey without let ramsey pictur comedi filmproduc filmdirector moviestudio hollywood filmmak movieactress stevemartin eddiemurphi heathergraham
393,Kill Bill: Vol. 2,bride unwaveringli continu roar rampag reveng against assassin tri unborn child visit former associ onebyon check victim death until there noth bill action crime thriller brotherbrotherrelationship swordplay katana motherrol rageandh daughter rightandjustic singl aftercreditssting duringcreditssting umathurman davidcarradin darylhannah
9618,Tango & Cash,tango gabriel narcot detect while be extrem success cant stand other crime perret furiou incom tango caus frame murder caught murder weapon scene crime alibi thrown prison crimin help convict appear go trust other clear their name catch perret action adventur comedi prison warondrug losangel sylvesterstallon kurtrussel terihatch
9374,Death Becomes Her,madelin marri ernest archriv helen fianc after recov mental breakdown helen madelin steal ernest unfortun everyon introduct magic potion caus thing great complic murder plot fantasi comedi jealousi beauti immort rivalri potion drink merylstreep brucewilli goldiehawn
8584,Shanghai Noon,wang clumsi imperi guard trail princess kidnap forbidden transport america follow captor nevada where team unlik partner outcast outlaw obannon tri spring princess imprison adventur action comedi western princess sioux travel rescu nativeamerican chines cowboy duringcreditssting 19thcenturi jackiechan owenwilson lucyliu
2320,Executive Decision,terrorist hijack inbound washington dc demand releas their imprison leader intellig expert david grant kurt russel suspect anoth reason reluct member special assault assign intercept plane hijack action adventur drama thriller bomb ransom hostag airplan hijack terrorcel specialunit decept rescu covertoper disast shootout terror explos violenc surveil nightvisiongoggl flightattend intelligenceag flashback handtohandcombat nervega kurtrussel stevenseag halleberri
58224,Mr. Popper's Penguins,carrey star popper success businessman who clueless come realli import thing lifeuntil inherit “adorable” penguin uniqu person tom rambuncti roommat swank apart snowi winter wonderland world upsidedown comedi famili taxi restaur zoo penguin exhusband littleboy zookeep doorman ride birdhatch aftercreditssting duringcreditssting jimcarrey carlagugino madelinecarrol
1729,The Forbidden Kingdom,american teenag obsess cinema kungfu classic make extraordinari discoveri chinatown pawnshop: legendari stick weapon chines warrior monkey king relic hand teenag unexpectedli find himself travel ancient china warrior martial danger quest imprison monkey king action adventur fantasi tempel shaolin teenag urin staff warrior monkeyk jackiechan jetli michaelangarano
175574,Free Birds,irrever hilari adventur buddi comedi audienc age direct jimmi hayward horton hear who! turkey opposit side track asid their differ travel chang cours histori turkey holiday good anim comedi famili holiday thanksgiv freedom duringcreditssting 3d owenwilson woodyharrelson amypoehl
8077,Alien³,after escap hick alien planet ripley crash land fiorina prison planet correct facil unfortun although hick surviv crash unwelcom visitor doe prison allow weapon kind be away prison simpli surviv sciencefict action horror prison android spacecraft spacemarin imprison spacecoloni spacetravel rottweil dystopia sequel alien redempt outerspac planet shavedhead crashland impregn penalcoloni furnac suspendedanim xenomorph sigourneyweav charless.dutton charlesd
8818,Evita,music base evita duart bmovi argentinian actress eventu becam argentinian presid dictat perón belov hate woman argentina histori drama music prostitut deific dancehallhostess perónism argentinepresid risetopow singingnarr soccerbal madonna antoniobandera jonathanpryc
8195,Ronin,briefcas undisclos content sought irish terrorist russian make crimin hand irish liaison assembl squad mercenari ronin give thorni recov case action thriller crime adventur pari franc armsdeal audi impostor case violenc icesk computerexpert exkgb prepar hitwithacardoor cellularphonetrac merrygoround robertdeniro jeanreno nataschamcelhon
